"","Domain","Phylum","Class","Order","Family","Genus","Species"
"0c44f58adb38bffc90a61a1c78622cdb","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","A714019","uncultured_Verrucomicrobia_bacterium"
"3603c42647700c62071a005f1229b478","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)",""
"50c9e30988732fb44c9336476c4a9ce7","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade","uncultured_actinobacterium"
"aa2f2e7eec32da3ecb1098094b86b70c","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster",""
"5efd8c661e93c7b989807c65d8252eba","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_marine_bacterium"
"47474846b09439c321020d39fcf8067a","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_marine_microorganism"
"e799c0b1326cf248ccaea905bb102eeb","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_organism"
"a89ac7f46fd279625503c7918832bbaf","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04","uncultured_bacterium"
"3bc9f3b78efebc4bf8837f7b61f1b5f7","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella","uncultured_bacterium"
"9534d229f1e1cf1ad6501737d3d751ef","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola",""
"44bbfab1f9c4a8cd8924b44008169d77","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","uncultured_bacterium"
"58b4568e9b0400ed9daf1a0e39950e91","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","uncultured_bacterium"
"b3cb42d49aeafcd6be8e967228b8750a","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","SAR202_cluster_bacterium_SCGC_AAA240-N13"
"a57d167410822d4205bb928b1e32dd81","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_planctomycete"
"3d2fc20e9389eb90a3b8adfb0d5366dd","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda",""
"0298a3e2b14cc3bdec601638b6978d47","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","uncultured",""
"6c81c16488f2ba4de404a0c56c5df1c0","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae","uncultured_bacterium"
"07df268cd55aba0ef6e5405d6890eace","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"a96df8c748b7d08f1d1de7eadfee567b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group","uncultured_marine_bacterium"
"df27653bce6f7b16d13ae83d5fc900ff","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","uncultured_deep-sea_bacterium"
"843b869fbdfaa89bb64d7c5189c4557a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_Owenweeksia_sp."
"73d4eba7c714039010fa1a298442c278","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Pelagicola_sp."
"763a6ad53f1db37f1849413db36ee995","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","",""
"ab74efcab855df6309288443d70c2e11","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"a543464c8721fc34616636d58e9f716f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_bacterium"
"59456ef6983c95d0b025f399e8ca431c","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_bacterium"
"8577e4f5214d5d0c6727148a000f609d","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade","uncultured_marine_bacterium"
"2f814d83763531e7c60b6e02368dc91c","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","ML602J-51","uncultured_bacterium"
"14f6e6cc73bcfb7d9cac28a82a262d9e","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",""
"daac8c17c0fda7281a2c644e318f8161","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",""
"5c70e81aa34561feb062fc5fc0daddaf","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured_marine_bacterium"
"a670e2ed65c9410f330c5d02b2847e4b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia","uncultured_bacterium"
"abb9075229a7dc3ad37ad9a8db52316d","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade","uncultured_gamma_proteobacterium"
"a39c5889c8a00a1c97d7a627b151a5b5","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus","uncultured_marine_bacterium"
"f56284b5d692db95fd326858fe9263f1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster",""
"7c5e9e212e1e9d99a27fa20cabac5bc2","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas","uncultured_bacterium"
"20710e1857a975ef6c8a5797d07ca8e9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira","uncultured_nuHF1_cluster_bacterium_HF0770_35I22"
"2b74514724baa8aa4700557958063c1d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"3070e7d72cd1cbcdfc62d79c90359951","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured_bacterium"
"3489a38c039cc64bd214280eca7213b5","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_planctomycete"
"3f03bee0eb2aa738f629d2ed3a731658","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b_marine_group",""
"c582228ecf757433e65ccc2e5872330a","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","uncultured_alpha_proteobacterium_EB000_37G09"
"ee0ff60f5a71210fdb1728176a9ee9b0","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","uncultured_marine_bacterium"
"185052258ac9868227476d545f4cef5c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"61903e40d27ce26434c3b1fae896fb14","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"29657570141208bfc14b83be217ed464","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group","NS7_marine_group","uncultured_bacterium"
"f608041fa61f013d19becb28d4afdff4","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina",""
"96f2f6a30048c2a58b5b511d8fc1226c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","uncultured","uncultured_Brumimicrobium_sp."
"513814886a8cca131f6074b9cfd6cfcf","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium"
"a34facce3522932b89ccc6b631cfef98","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",""
"15f186ba230d34b6aaa6e9af0fcfdb85","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC_AAA164-E04","uncultured_bacterium"
"4a15537e7b4c54b0e8f6130261d6f67c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"80d0c21de6023024126906bcce159fa2","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_delta_proteobacterium"
"370203f4169122847cf20c69fab78392","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_planctomycete"
"f175abe2e87953bbaa7d5576190f6358","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_marine_bacterium"
"108797766ada386de3d00a74197d8fe5","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","uncultured_bacterium"
"1b38d3fd517eb281e9412508a8cf406f","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_BD2-11_clade_bacterium"
"86f122f420119115a03642564d7d327f","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"cc3da772691993891b5dc093dabe301f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium"
"0d37f82b438d5f88ad9d2c99d3c9dbd7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","37-13","uncultured_Sphingobacteriales_bacterium"
"2bf7e4a2a10b7a46a2d988d3084ee373","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"4c02c9918f809fec4c29aa9815be0dd1","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","uncultured_marine_archaeon"
"621c5e25c3fa7479f9d2528d76ccb9a5","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"1778725249b5e779f5eebcf1a115f27e","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",""
"8c614ec3d916c11c585e22d46cc47f04","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"e3cff16a2e4e6b52e5717f5da85b9dad","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","uncultured_Cytophagia_bacterium"
"e67d18cd323a8818d4bc835e1c1490dd","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",""
"08f6f4d1e17f57ebafdcff90f37ed7f1","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae",""
"478d410afcaf8cb2123c5a272ca6e7e4","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_marine_bacterium"
"d4a176c6f8aa373e4827b89fa5458485","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",""
"9eaddc52e818220afdc86eb952a54a40","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"8520aa948bd0ddc12a84f77efe3582b4","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","uncultured",""
"12107fc5dfe727470ba9c5f9dfcd632f","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75_clade","uncultured_Alphaproteobacteria_bacterium"
"7e0550c12de1c5d3c60ce79f20edf08e","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna",""
"be7b2e7e81b894ca01656ac9df168bde","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902",""
"360ba3e9824cf56ffe1c96545b52f977","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade","uncultured_OM43_clade_bacterium"
"968a25e18957316de2884c503990caf2","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium"
"0e818a032654ce8036cacc5a70332947","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group","Arctic97B-4_marine_group","Arctic97B-4_marine_group","uncultured_Verrucomicrobia_bacterium"
"c748146ba8e8b7e07fe1f78b8a87a409","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_marine_bacterium"
"f8975d8213533bfbd8a6b7c9e0aaaba5","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopelagicus","uncultured_archaeon"
"ee07f1dd95bab923e46488b0065adb4d","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","uncultured_bacterium"
"6d854865c0328ec4373d1cf6b6f14db7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",""
"cc6c9cd4470655dcff6169bcd6a41f39","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","Candidatus_Puniceispirillum","uncultured_bacterium"
"9ef9194e1ab2dc0bc7aa7edf52663a9b","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","uncultured_marine_bacterium"
"3a7723cf0f167a6554f253658c3ed86b","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","FFCH9454","FFCH9454","metagenome"
"5955dd9573989b8e5b13c38084fb33a3","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"161ed26842392d5746a4932f823f58bc","Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_marine_bacterium"
"3ebc468c95b225b9474534f588305dff","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade",""
"2c4f2ce243c95400eae0024f3aced40a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","uncultured_bacterium"
"8e6e585a421c1479050bbf28d8cbcb79","Bacteria","","","","","",""
"89ddf6d137dff45df7a944e39221bd90","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","uncultured_bacterium"
"9b23672524be938bc813caba3a900989","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","uncultured_bacterium"
"d0a1acf6a8e79c85e2552cd07280ccc2","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",""
"baad0d569f0049347b0d3de9d1359611","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_bacterium"
"61d82322af025a1e8cb01b37d1864c55","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopelagicus","uncultured_archaeon"
"45045d7e7dd3ab6ac138fe6091d4cc7d","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","uncultured_bacterium"
"d9f2e8f26c55bbda2c90d6cb8e84348f","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured_gamma_proteobacterium"
"c24fc4282296b12b7c6240c5b3d4d7ac","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","uncultured_Thermomicrobium_sp."
"06a6a222e6fafa99c0a8e18c246143de","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","uncultured_bacterium"
"12b59ae1a7268282e69854717180c3bf","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","",""
"c245d82454a2a4ead14c40ae1fafbb4b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_bacterium"
"60d21ea4efc0c2480f27c7d1a881f9c6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia","uncultured_bacterium"
"b9660a9dfcac64103c96daed9dabed95","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbyaceae","uncultured_bacterium"
"4bbfc627193d12c8e921f8e7498d9055","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","uncultured","uncultured_Rhodospirillales_bacterium"
"08f3619e1ce570508e8baa5a62dbabab","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_bacterium_ARCTIC37_F_06"
"ca25a6954f4e33c4d3f7f4314684b34f","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured_Flexibacter_sp."
"2241b39223c7ae4ac835711cfe38d7b5","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade",""
"7eeeb07402eebcacbb5caff051574634","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster",""
"12480b6fecedb63a5a12cb5601178613","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","unidentified_marine_bacterioplankton"
"92c775c4c0557a671b5b3f0ebf1d0fa8","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","uncultured_marine_bacterium"
"f3b9c816db3e55baf4273b5346ee150b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","uncultured_bacterium"
"f85c282e95646c6cf8393911f76cba46","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_Bacteroidetes_bacterium"
"b92b803c5cfbc34fd0e14b0247d4626f","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"69bd55820c43546ae248e2c26efbe143","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",""
"d4a60c885f4a1b9cb5ee75b7180e34cd","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"cb31e10f140bbe852a35aa23ee7693ca","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"6736c9a9b375aff0efca0cae2ef5077b","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",""
"8b4cf703172a01eac2443a505c634f2c","Bacteria","Verrucomicrobiota","Verrucomicrobiae","uncultured","uncultured","uncultured","uncultured_Opitutae_bacterium"
"f5500941763a52c8aba600fb7017365d","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"6f46425a8c32f313d159a77e032522ec","Bacteria","","","","","",""
"b8b02933200ffc1fe5581c5384ee5401","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib",""
"78d84592d2457fd973a2be83e5a5d693","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","uncultured","uncultured",""
"f0d3d253ea2e90b9ae092a08e97dcf1d","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_organism"
"70fcd1f0ca8f374cd52e9d2b8effdbeb","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_marine_bacterium"
"af5fed97a5a95991ca04f089e45e413b","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","unidentified_marine_bacterioplankton"
"541982dd71a47de58a00f62fcf5eab3c","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_Chloroflexi_bacterium"
"d8d4df1999137d2aa761e7776184e61d","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group",""
"06f44fa9f2cc2154f0d5e0d7a0bfef5d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",""
"0395f3025eab1988f69d0414b442e604","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade",""
"80a423128b1ac0daa46dfb9808076a0c","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"4ed2eddd8d41fcee87a64016be5ca4d0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_Flavobacterium_sp."
"2d06e5942ffabbfce417d8c1128dd1fd","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",""
"9afb7117ab585c99d6f2d7218a6e5f35","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"2101a188bceb3f1d343a31ec116fed24","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group","uncultured_bacterium"
"f45409d5bed349192a0799f49baeea8c","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus","uncultured_marine_bacterium"
"fcebae376e2ca514a8c797a348a9858b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group","Arctic97B-4_marine_group","Arctic97B-4_marine_group","uncultured_Verrucomicrobia_bacterium"
"57d1bc74a727de0e3d59f1253141188b","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","uncultured_bacterium"
"b78d1a2a108665e4f763c8c89838ce8c","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group","uncultured_organism"
"84f4f88d05e53d47da47be0a1b4fd94c","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"a2b5e58cf5fc01298b1841af261e858f","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)",""
"cf229ef41718b8e5ac67d12e01c342c5","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae",""
"407cc413cc5e07648d0f54d65bb280a7","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_delta_proteobacterium"
"78bd2cfdc9b698849782f8ee9d4d233d","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","uncultured_bacterium"
"4ccf5b67cc70d774941424b8bef23b79","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",""
"9d5c1d7c0a6b4248fdc6f48f4c02eb4c","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"9c868d5c0208c6d62801f66aed772a83","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Sphingobacteriia_bacterium"
"570d5505a3936792a37fa24a79f53780","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB",""
"e55bfe0c5bd1e3ccc17b2ad709862ee0","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902",""
"23ffd0042621bfeb021adb20b54d2d4a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group",""
"625bfcead78b102de7e1c92d4e30694f","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_delta_proteobacterium"
"428b82665fbd4ec9e3b0b4b0c7a314a2","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",""
"405e0eaa7d7a1a26609c668dc74e7e7f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",""
"31ab6e7e86903f25e711c30ea6a6424e","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_delta_proteobacterium"
"6cad2081b48aa46a7380e4f4dc63d1a9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured",""
"4730d2aed45763ebb45a817b54c223ba","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter","uncultured_marine_bacterium"
"df1acbb68743cb5408d8994de928af9c","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","uncultured_bacterium"
"28e78b2b4ce566793004de2056f971ce","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","uncultured_marine_bacterium"
"bcdd799fa2d06efd331b12f740372057","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade","uncultured_actinobacterium"
"a1e677cb90e2113aa36d2f5e9bffb269","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","uncultured_alpha_proteobacterium_CHAB-III-8"
"b9734c77b867cbc4b946ebeb791b4600","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",""
"2077daa71eb5c28ee12e34e59de6f98f","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_delta_proteobacterium"
"86b46036fc134f5a69715821800e7df6","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus_Endoecteinascidia","uncultured_gamma_proteobacterium"
"7dc6d95263d446e50d34953febbe2307","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)",""
"291b8e74f8b9793c2ff3c3ffcb80644f","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"dedeb759729f7ee9adf7fd88052e1e54","Bacteria","PAUC34f","PAUC34f","PAUC34f","PAUC34f","PAUC34f",""
"4fd6492f14a242f9784e72ae845edba6","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",""
"1f410f3a9fd8c4e0893ae25b40fd9b7d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured_Crocinitomix_sp."
"702f0f755bc75123de9c284f43d80054","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","marine_metagenome"
